id,name,country_code,description,homepage_url,grants_count,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,institution_role,funder_role,publisher_role,updated_date,created_date
F4320312485,Association Canadienne de Pharmacie en Oncologie,CA,professional society in Canada,,1,2,2,1.0,1,0,,F4320312485,,2023-06-09,2023-02-13
F4320312542,British Society of Aesthetics,GB,philosophical organization founded in 1960 to promote the study of aesthetics,http://british-aesthetics.org,0,4,2,0,1,0,,F4320312542,,2023-06-09,2023-02-13
F4320312772,East Grinstead Medical Research Trust,GB,nonprofit organization in United Kingdom,,1,1,2,0,1,0,,F4320312772,,2023-06-09,2023-02-13
F4320312971,British Sjögren's Syndrome Association,GB,"nonprofit organization in Birmingham, United Kingdom",https://www.bssa.uk.net,0,1,2,0,1,0,,F4320312971,,2023-06-09,2023-02-13
F4320313128,Hemophilia of North Carolina,US,,,0,1,2,0,1,0,,F4320313128,,2023-06-09,2023-02-13
F4320313166,American Healthcare Radiology Administrators,US,,,0,1,2,0,1,0,,F4320313166,,2023-06-09,2023-02-13
F4320314051,National Association for Campus Activities Foundation,US,,,0,1,2,2.0,1,0,,F4320314051,,2023-06-09,2023-02-13
F4320314133,Instituto do Ambiente e Desenvolvimento,PT,,,1,1,2,0,1,0,,F4320314133,,2023-06-09,2023-02-13
F4320314304,Frank and Lydia Bergen Foundation,US,,,0,1,2,0,1,0,,F4320314304,,2023-06-09,2023-02-13
F4320314376,Foundation of the American Institute for Conservation of Historic and Artistic Works,US,,,0,2,2,0,1,0,,F4320314376,,2023-06-09,2023-02-13
F4320314422,American Association for the History of Nursing,US,,,0,1,2,0,1,0,,F4320314422,,2023-06-09,2023-02-13
F4320314600,South African Litchi Growers' Association,ZA,,,0,2,2,1.0,1,0,,F4320314600,,2023-06-09,2023-02-13
F4320314839,Allen Whitehill Clowes Charitable Foundation,US,"organization in Indianapolis, United States",https://www.awclowescf.org,1,1,2,0,1,0,,F4320314839,,2023-06-09,2023-02-13
F4320314876,Indiana Arts Commission,US,,,0,1,2,0,1,0,,F4320314876,,2023-06-09,2023-02-13
F4320314877,Arts Council of Indianapolis,US,,https://indyarts.org,0,1,2,0,1,0,,F4320314877,,2023-06-09,2023-02-13
F4320314913,D. Kim Foundation,US,,,0,3,2,0,1,0,,F4320314913,,2023-06-09,2023-02-13
F4320315221,Association for the History of Glass,GB,,,0,1,2,0,1,0,,F4320315221,,2023-06-09,2023-02-13
F4320315249,Design History Society,GB,organization that promotes and supports the study of design histories,https://www.designhistorysociety.org,0,2,2,0,1,0,,F4320315249,,2023-06-09,2023-02-13
F4320316017,Lester and Sue Smith Foundation,US,,,0,1,2,0,1,0,,F4320316017,,2023-06-09,2023-02-13
F4320316926,Schultz Family Foundation,US,,,0,1,2,0,1,0,,F4320316926,,2023-06-09,2023-02-13
F4320316947,Rumsfeld Foundation,US,,,0,1,2,0,1,0,,F4320316947,,2023-06-09,2023-02-13
F4320316959,Shenzhen Center for Health Information,CN,,,0,2,2,1.0,1,0,,F4320316959,,2023-06-09,2023-02-13
F4320317032,Nippon Zenyaku Kogyo,JP,,http://www.zenoaq.jp/index.html,0,1,2,2.0,1,0,,F4320317032,,2023-06-09,2023-02-13
F4320317113,IO DATA Foundation,JP,,,0,1,2,1.0,1,0,,F4320317113,,2023-06-09,2023-02-13
F4320317467,Health Net Federal Services,US,,,0,1,2,0,1,0,,F4320317467,,2023-06-09,2023-02-13
F4320317604,National Broiler Industrial and Technology System,CN,,,3,4,2,1.0,1,0,,F4320317604,,2023-06-09,2023-02-13
F4320317908,Golf Course Superintendents Association of America,US,golf organization that has its focus on golf course management,http://www.gcsaa.org,0,1,2,0,1,0,,F4320317908,,2023-06-09,2023-02-13
F4320317927,Pennsylvania Lions Sight Conservation and Eye Research Foundation,US,,,0,3,2,0,1,0,,F4320317927,,2023-06-09,2023-02-13
F4320317937,Fuji Pharma,JP,,https://www.fujipharma.jp,0,1,2,2.0,1,0,,F4320317937,,2023-06-09,2023-02-13
F4320317961,Sarawak Energy,MY,Malaysian energy company based in Sarawak,https://www.sarawakenergy.com,1,1,2,2.0,1,0,,F4320317961,,2023-06-09,2023-02-13
F4320318152,Association for Leadership Science in Nursing,US,,,0,1,2,0,1,0,,F4320318152,,2023-06-09,2023-02-13
F4320318197,Malaysia Digital Economy Corporation,MY,Malaysian government-linked company,http://www.mdec.my,0,1,2,2.0,1,0,,F4320318197,,2023-06-09,2023-02-13
F4320318352,Bernd Thies-Stiftung,CH,,,0,2,2,1.0,1,0,,F4320318352,,2023-06-09,2023-02-13
F4320318492,Erik og Susanna Olesens Almenvelgørende Fond,DK,,,0,3,2,1.0,1,0,,F4320318492,,2023-06-09,2023-02-13
F4320318520,Stiftelsen Serafimerlasarettet,SE,,,0,1,2,2.0,1,0,,F4320318520,,2023-06-09,2023-02-13
F4320319298,"Fundación Inocente, Inocente",ES,,,2,2,2,0,1,0,,F4320319298,,2023-06-09,2023-02-13
F4320319712,IDSA Foundation,US,,,0,2,2,0,1,0,,F4320319712,,2023-06-09,2023-02-13
F4320319737,XtalPi,US,,,0,1,2,0,1,0,,F4320319737,,2023-06-09,2023-02-13
F4320322229,Fondation du Barreau du Québec,CA,foundation in Canada,,0,3,2,0,1,0,,F4320322229,,2023-06-09,2023-02-13
F4320325672,Stichting Esdégé-Reigersdaal,NL,,,0,1,2,0,1,0,,F4320325672,,2023-06-09,2023-02-13
F4320325758,Johs. I. Svanholms Fond,NO,,,1,1,2,0,1,0,,F4320325758,,2023-06-09,2023-02-13
F4320326112,Poultry Industry Association New Zealand,NZ,,,0,1,2,0,1,0,,F4320326112,,2023-06-09,2023-02-13
F4320326328,Direktør Einar Hansen og hustru fru Vera Hansens Fond,DK,,,0,1,2,1.0,1,0,,F4320326328,,2023-06-09,2023-02-13
F4320326385,Nederlandse Vereniging voor Medische Microbiologie,NL,society,https://www.nvmm.nl,0,1,2,0,1,0,,F4320326385,,2023-06-09,2023-02-13
F4320327171,"State Key Laboratory of Vibration, Shock and Noise",CN,,,1,1,2,2.0,1,0,,F4320327171,,2023-06-09,2023-02-13
F4320328388,Mirae Asset Global Investments,KR,,,0,3,2,0,1,0,,F4320328388,,2023-06-09,2023-02-13
F4320328451,Sociedad Española de Glaucoma,ES,,,0,1,2,0,1,0,,F4320328451,,2023-06-09,2023-02-13
F4320328866,Khanty-Mansiysk Autonomous Okrug – Ugra,RU,federal subject of Russia,http://www.admhmao.ru,2,1,2,0,1,0,,F4320328866,,2023-06-09,2023-02-13
F4320328878,Cultural Relics Protection Research Project of Hubei Reservoir Area of South-North Water Diversion Foundation,CN,,,2,2,2,0,1,0,,F4320328878,,2023-06-09,2023-02-13
F4320328879,Chinese University Basal Research Fund Program,CN,,,0,1,2,0,1,0,,F4320328879,,2023-06-09,2023-02-13
F4320328892,SSO Foundation,US,,,0,1,2,0,1,0,,F4320328892,,2023-06-09,2023-02-13
F4320328922,Key Laboratory of Hunan Province—“Energy Saving Control and Safety Monitoring of Rail Transportation,CN,,,2,2,2,0,1,0,,F4320328922,,2023-06-09,2023-02-13
F4320329171,FORGE Hydrocarbons,CA,,,2,2,2,1.0,1,0,,F4320329171,,2023-06-09,2023-02-13
F4320329195,Ministry of Interior Qatar,QA,,,1,1,2,1.0,1,0,,F4320329195,,2023-06-09,2023-02-13
F4320329290,China Ship Scientific Research Center,CN,,,1,1,2,0,1,0,,F4320329290,,2023-06-09,2023-02-13
F4320329314,Mercy Foundation,AU,,,1,2,2,0,1,0,,F4320329314,,2023-06-09,2023-02-13
F4320329680,Association of Scientific Orientation and Specialization,FR,,,0,1,2,1.0,1,0,,F4320329680,,2023-06-09,2023-02-13
F4320329826,Interchain Stiftung,CH,,,0,1,2,0,1,0,,F4320329826,,2023-06-09,2023-02-13
F4320329882,Guangdong Esophageal Cancer Research Institute,CN,,,2,4,2,0,1,0,,F4320329882,,2023-06-09,2023-02-13
F4320329975,Hibernia Management and Development Company,CA,,,1,2,2,0,1,0,,F4320329975,,2023-06-09,2023-02-13
F4320330416,Beijing Rural Landscape Planning and Design Engineering Technology Research Center,CN,,,1,1,2,1.0,1,0,,F4320330416,,2023-06-09,2023-02-13
F4320330604,Arrell Family Foundation,CA,,,0,3,2,0,1,0,,F4320330604,,2023-06-09,2023-02-13
F4320330888,VeChain Foundation,SG,,,1,3,2,0,1,0,,F4320330888,,2023-06-09,2023-02-13
F4320331059,State Key Laboratory of Intelligent Manufacturing System Technology for Complex Products,CN,,,1,2,2,0,1,0,,F4320331059,,2023-06-09,2023-02-13
F4320331105,TenNor Therapeutics,CN,,,0,1,2,0,1,0,,F4320331105,,2023-06-09,2023-02-13
F4320331147,Centre for Earth Observation Instrumentation,GB,,,0,1,2,2.0,1,0,,F4320331147,,2023-06-09,2023-02-13
F4320331374,Choices International Foundation,NL,,,0,1,2,0,1,0,,F4320331374,,2023-06-09,2023-02-13
F4320331533,Royal Society Queensland,AU,,,1,1,2,0,1,0,,F4320331533,,2023-06-09,2023-02-13
F4320331640,Swiss Re Institute,CH,,,1,1,2,0,1,0,,F4320331640,,2023-06-09,2023-02-13
F4320331853,Thrombosis and Haemostasis Society of Australia and New Zealand,AU,,,0,1,2,0,1,0,,F4320331853,,2023-06-09,2023-02-13
F4320332043,Schweizerischen Gesellschaft für Endokrinologie und Diabetologie,CH,,,1,1,2,0,1,0,,F4320332043,,2023-06-09,2023-02-13
F4320333625,"Biomedical Engineering, Illinois Institute of Technology",US,,,1,1,2,0,1,0,,F4320333625,,2023-06-09,2023-02-13
F4320334274,National Laboratory Animal Center,TW,,,0,2,2,0,1,0,,F4320334274,,2023-06-09,2023-02-13
F4320336075,"Internationalt Center for Indendørs Miljø og energi, Danmarks Tekniske Universitet",DK,,,0,1,2,0,1,0,,F4320336075,,2023-06-09,2023-02-13
F4320336346,"Nanjing Institute of Astronomical Optics and Technology, Chinese Academy of Sciences",CN,,,1,2,2,0.5,1,0,,F4320336346,,2023-06-09,2023-02-13
F4320336792,Key Laboratory of Software Engineering in Guangxi University for Nationalities,CN,,,1,1,2,2.0,1,0,,F4320336792,,2023-06-09,2023-02-13
F4320336797,"Animal Biotechnology Center, National Chung Hsing University",TW,,,1,2,2,0,1,0,,F4320336797,,2023-06-09,2023-02-13
F4320336949,"Interdisciplinary Center for Analytics on the Nanoscale, University of Duisburg-Essen",DE,,,0,1,2,2.0,1,0,,F4320336949,,2023-06-09,2023-02-13
F4320337136,"Centre of Excellence, University of Malaya",MY,,,1,1,2,0,1,0,,F4320337136,,2023-06-09,2023-02-13
F4320337332,"Centre for Epidemiology Versus Arthritis, University of Manchester",GB,,,1,2,2,0,1,0,,F4320337332,,2023-06-09,2023-02-13
F4320337936,"Division of Gastroenterology and Hepatology, School of Medicine, Indiana University",US,,,0,2,2,0,1,0,,F4320337936,,2023-06-09,2023-02-13
F4320338495,Naval Medical Research Unit—San Antonio,US,government agency,,1,2,2,0,1,0,,F4320338495,,2023-06-09,2023-02-13
F4320309703,Eastern Savings Bank Foundation,US,foundation in United States of America,,0,1,1,0,1,0,,F4320309703,,2023-06-09,2023-02-13
F4320310450,Heathside Charitable Trust,GB,foundation in United Kingdom,,0,1,1,0,1,0,,F4320310450,,2023-06-09,2023-02-13
