id,ror,name,type,homepage_url,repos,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,country_code,country,region,city,latitude,longitude,associated_institutions,institution_role,funder_role,publisher_role,x_concepts,works_api_url,updated_date,created_date 
I4210149031,https://ror.org/04ssneh08,Parrheim Foods (Canada),company,http://www.parrheimfoods.com/,,1,14,0,1,1,CA,Canada,Saskatchewan,Saskatoon,52.168556,-106.651245,,I4210149031,,,"C39432304,C43617362,C50817676,C55493867,C58640448,C62520636,C74650414,C86803240,C121332964,C142362112,C153349607,C185592680,C205649164,C2777874358,C2778755073",https://api.openalex.org/works?filter=institutions.id:I4210149031,2023-06-08,2022-02-02
I4210151391,https://ror.org/05axc5t79,MR&D (Italy),company,http://www.mrd-institute.com/,,1,14,0,1,1,IT,Italy,,Gallarate,45.65653,8.810356,,I4210151391,,,"C42360764,C49892992,C54355233,C55493867,C71924100,C81885089,C86803240,C95444343,C96232424,C108586683,C121608353,C126322002,C127413603,C134018914,C136229726,C150903083,C165220095,C178790620,C185592680,C188027245,C192562407,C193855658,C202751555,C555293320,C1491633281",https://api.openalex.org/works?filter=institutions.id:I4210151391,2023-06-08,2022-02-02
I4210158635,https://ror.org/05dktpm65,White Cross Court Rehabilitation Hospital,healthcare,https://www.yorkhospitals.nhs.uk/our-hospitals/white-cross-court/,,2,14,0,1,1,GB,United Kingdom,,York,53.97192,-1.074768,I4210113900,I4210158635,,,"C141071460,C142724271,C159047783,C168563851,C178790620,C185592680,C86803240,C55493867,C70899900,C71924100,C2778004101,C2779431889,C126322002,C2524010,C2780689484,C22070199,C27081682,C33923547,C54355233,C61511704,C89423630,C120665830,C121332964,C203014093,C204787440",https://api.openalex.org/works?filter=institutions.id:I4210158635,2023-06-08,2022-02-02
I4210091328,https://ror.org/00f1jfy92,DOF Subsea (Norway),company,http://www.dofsubsea.com/Default.aspx?AreaID=4,,2,13,0,1,1,NO,Norway,,Bergen,60.38099,5.331179,,I4210091328,,,"C1668388,C5900021,C17409809,C18903297,C26001220,C39432304,C41008148,C41895202,C58640448,C62520636,C69823785,C75622301,C76177295,C77088390,C77928131,C86803240,C98045186,C111919701,C113541313,C114793014,C121332964,C122792734,C124101348,C127313418,C127413603",https://api.openalex.org/works?filter=institutions.id:I4210091328,2023-06-08,2022-02-02
I4210096658,https://ror.org/00t6jgv77,Kazakh Scientific Reseach Institute for Ecology and Climate,facility,http://www.climate.kz/eng/?m=html&cid=27,,3,13,0,1,1,KZ,Kazakhstan,,Nur-Sultan,51.17125,71.42229,,I4210096658,,,"C205649164,C121332964,C86803240,C151730666,C153294291,C109007969,C111368507,C2816523,C114793014,C178790620,C180093795,C185592680,C91586092,C127313418,C64297162,C2779345167,C39432304,C2781449660,C105306849,C162853370,C166957645,C187320778,C40700,C199539241,C2778804858",https://api.openalex.org/works?filter=institutions.id:I4210096658,2023-06-08,2022-02-02
I4210103785,https://ror.org/025rqhb96,Teleport Sachsen-Anhalt,company,http://www.teleport.de/,,3,13,0,2,0,DE,Germany,,Barleben,52.203453,11.632214,,I4210103785,,,"C127413603,C115901376,C41008148,C78519656,C38652104,C62520636,C76155785,C80444323,C97355855,C110875604,C111919701,C117387248,C120314980,C121332964,C136764020,C138267214,C144133560,C148493468,C149635348,C162853370,C172173386,C199539241,C200601418,C546215728,C555944384",https://api.openalex.org/works?filter=institutions.id:I4210103785,2023-06-08,2022-02-02
I4210114994,https://ror.org/029z8r738,Olympic Council of Ireland,other,http://www.olympics.ie/,,3,13,0,1,1,IE,Ireland,,Dublin,53.38806,-6.065251,,I4210114994,,,"C71924100,C205649164,C126322002,C15744967,C134018914,C86803240,C61427482,C84393581,C95457728,C98274493,C99454951,C105702510,C105922876,C118552586,C121332964,C126838900,C138885662,C140793950,C141071460,C144024400,C149923435,C153294291,C166957645,C178790620,C185592680",https://api.openalex.org/works?filter=institutions.id:I4210114994,2023-06-08,2022-02-02
I4210115274,https://ror.org/020k77x19,Callen Lenz (United Kingdom),company,https://callenlenz.com/,,3,13,0,2,1,GB,United Kingdom,,Salisbury,51.101395,-2.05133,,I4210115274,,,"C39432304,C86803240,C205649164,C41008148,C78762247,C87717796,C97137747,C107872376,C127313418,C127413603,C151730666,C178790620,C185592680,C526734887,C548895740,C7012322,C2985668151,C18903297,C37621935",https://api.openalex.org/works?filter=institutions.id:I4210115274,2023-06-08,2022-02-02
I4210118483,https://ror.org/01vfj8s64,Arge Ökologie,facility,http://www.argeoekologie.com/,,4,13,0,2,0,AT,Austria,,Vienna,48.20342,16.349152,,I4210118483,,,"C86803240,C138885662,C142362112,C18903297,C151730666,C53565203,C127313418,C15708023,C39432304,C505870484,C13474642,C102720910,C105795698,C107888415,C111368507,C119857082,C121332964,C127413603,C129513315,C132000320,C144024400,C175570560,C185933670,C187320778,C205649164",https://api.openalex.org/works?filter=institutions.id:I4210118483,2023-06-08,2022-02-02
I4210124688,https://ror.org/02s9exq69,Midwest Art Conservation Center,archive,http://www.preserveart.org/,,2,13,0,1,1,US,United States,Minnesota,Minneapolis,44.95839,-93.275055,,I4210124688,,,"C95457728,C52119013,C142362112,C55493867,C58640448,C68928338,C86803240,C138885662,C143025027,C153033020,C153349607,C159985019,C166957645,C171250308,C178790620,C185592680,C191897082,C192562407,C205649164,C205783811,C518881349,C544778455,C2777331346,C2777420470,C2778522843",https://api.openalex.org/works?filter=institutions.id:I4210124688,2023-06-08,2022-02-02
I4210125959,https://ror.org/02n6c2636,The Constitution Society,nonprofit,https://consoc.org.uk/,,5,13,0,2,0,GB,United Kingdom,,London,51.499283,-0.136956,,I4210125959,,,"C17744445,C144133560,C162324750,C199539241,C138885662,C144024400,C41895202,C2778137410,C94625758",https://api.openalex.org/works?filter=institutions.id:I4210125959,2023-06-08,2022-02-02
I4210128249,https://ror.org/0354a0368,Sahelian Solutions Foundation,nonprofit,http://www.sasolfoundation.co.ke/,,2,13,3.0,2,0,KE,Kenya,,Kitui,-1.362359,38.013603,,I4210128249,,,"C151730666,C187320778,C76886044,C86803240,C18903297,C127313418,C127413603,C39432304,C99454951,C111368507,C112570922,C114793014,C119599485,C121332964,C124956284,C148043351,C205649164,C206700591,C523546767,C2778788645,C2780797713,C2816523,C2987920364,C9777977,C50477045",https://api.openalex.org/works?filter=institutions.id:I4210128249,2023-06-08,2022-02-02
I4210135330,https://ror.org/03pgmt571,Cflow Fish Handling (Norway),company,http://www.cflow.no/,,3,13,2.5,1,1,NO,Norway,,Langevåg,62.43951,6.238349,,I4210135330,,,"C2909208804,C55493867,C71924100,C2781471917,C54355233,C86803240,C95444343,C104317684,C105702510,C126322002,C134018914,C134305767,C137487509,C150194340,C162317418,C185592680,C505870484,C2779122487,C77255625,C1491633281",https://api.openalex.org/works?filter=institutions.id:I4210135330,2023-06-08,2022-02-02
I4210144277,https://ror.org/03r0qzh12,Université Jean Price Mars,education,http://ujpm-hinche.org/,,8,13,0,3,0,HT,Haiti,,Hinche,19.146837,-72.011696,,I4210144277,,,"C185592680,C33923547,C62520636,C121332964,C138885662,C114614502,C118615104,C202444582,C127413603,C105795698,C41008148,C41895202,C134306372,C147597530,C178650346,C178790620,C146978453,C15744967,C86803240,C11413529,C199360897,C17744445,C119599485,C2780457167,C144133560",https://api.openalex.org/works?filter=institutions.id:I4210144277,2023-06-08,2022-02-02
I4210146177,https://ror.org/05cc9pg46,Orthogenics (Norway),company,http://www.orthogenics.no/,,2,13,0,1,1,NO,Norway,,Tromsø,69.68129,18.988993,,I4210146177,,,"C59822182,C192562407,C86803240,C178790620,C185592680,C42360764,C54355233,C58207958,C71924100,C95444343,C105702510,C126322002,C127313418,C127413603,C134018914,C151730666,C159985019,C161176658,C173758957,C191897082,C519063684,C543218039,C2777632594,C2778039128,C2778080409",https://api.openalex.org/works?filter=institutions.id:I4210146177,2023-06-08,2022-02-02
I4210151574,https://ror.org/03v918835,Grainseed (United Kingdom),company,http://www.grainseed.co.uk/,,1,13,0,1,1,GB,United Kingdom,,Eye,52.33914,1.132844,,I4210151574,,,"C6557445,C18903297,C21547014,C33923547,C37621935,C39432304,C41008148,C62520636,C71924100,C86803240,C88463610,C95457728,C97137747,C105795698,C106436119,C111472728,C115903868,C118518473,C121332964,C127413603,C136264566,C137580998,C138885662,C142724271,C144133560",https://api.openalex.org/works?filter=institutions.id:I4210151574,2023-06-08,2022-02-02
I4210152413,https://ror.org/04ehcx813,FTL Systems (United States),company,http://www.ftlsystems.com/,,4,13,0,2,0,US,United States,Minnesota,Rochester,44.0017,-92.486626,I4210166063,I4210152413,,,"C41008148,C118524514,C199360897,C127413603,C149635348,C111919701,C115903868,C42143788,C169590947,C199539241,C17744445,C42935608,C2776513426,C127313418,C36941000,C33923547,C9390403,C119857082,C120314980,C128942645,C151552104,C151730666,C152877465,C159985019,C166957645",https://api.openalex.org/works?filter=institutions.id:I4210152413,2023-06-08,2022-02-02
I4210154235,https://ror.org/04ctcce15,Norwegian Ports Association,other,http://www.havn.no/,,2,13,0,1,1,NO,Norway,,Oslo,59.904827,10.737654,,I4210154235,,,"C144133560,C86803240,C18903297,C162324750,C29122968,C32802771,C34447519,C39432304,C46304622,C59427239,C66204764,C78519656,C111368507,C119599485,C127313418,C127413603,C134560507,C146978453,C159985019,C175444787,C178790620,C185592680,C187736073,C192562407,C199539241",https://api.openalex.org/works?filter=institutions.id:I4210154235,2023-06-08,2022-02-02
I4210156326,https://ror.org/05g6nzm31,Bloomfield Township Public Library,archive,https://btpl.org/,,1,13,0,1,1,US,United States,Michigan,Bloomfield Hills,42.566635,-83.28154,,I4210156326,,,"C11012388,C15744967,C17744445,C19165224,C33923547,C36289849,C41008148,C77805123,C105795698,C111919701,C119857082,C136764020,C144024400,C161191863,C190248442,C199360897,C199539241,C2775918691,C2776291640,C2776950860,C2777904410,C3018397939",https://api.openalex.org/works?filter=institutions.id:I4210156326,2023-06-08,2022-02-02
I4210166287,https://ror.org/0486gbb16,Higher Institute of Computer Science and Management Technology,education,,,3,13,0,2,0,EG,Egypt,,Sohag,26.560764,31.69545,,I4210166287,,,"C41008148,C126255220,C33923547,C11413529,C154945302,C109718341,C179518139,C8880873,C119857082,C90189156,C123370116,C125583679,C199360897,C135320971,C134306372,C36289849,C144024400,C105795698,C159985019,C163561899,C178790620,C179799912,C182365436,C185592680,C186633575",https://api.openalex.org/works?filter=institutions.id:I4210166287,2023-06-08,2022-02-02
I4210167201,https://ror.org/05ppcbv70,Meggitt (France),company,https://www.meggitt.com,,4,13,2.0,2,1,FR,France,,Angoulême,45.680523,0.090537,I4210103430,I4210167201,,,"C62520636,C121332964,C127413603,C41008148,C119599485,C78519656,C97355855,C33923547,C135628077,C17281054,C105795698,C16389437,C111919701,C76155785,C163258240,C120665830,C165801399,C171146098,C131357438,C66938386,C192562407,C89805583,C94915269,C101645829,C106131492",https://api.openalex.org/works?filter=institutions.id:I4210167201,2023-06-08,2022-02-02
I2802690050,https://ror.org/05y26rr34,Ancilla College,education,https://www.ancilla.edu/,,3,12,0,1,1,US,United States,Indiana,Plymouth,41.33798,-86.44545,,I2802690050,,,"C138885662,C27206212,C17744445,C15744967,C199539241,C41008148,C55587333,C71924100,C77805123,C111472728,C118552586,C127413603,C142362112,C144024400,C153349607,C154945302,C158154518,C159110408,C178125196,C200113983,C516449090,C2779192218,C2780446828,C2524010,C2780572471",https://api.openalex.org/works?filter=institutions.id:I2802690050,2023-06-08,2018-05-17
I4210091448,https://ror.org/002j43z05,Wolframcarb (Italy),company,https://wolframcarb.en.ecplaza.net/,,1,12,0,1,1,IT,Italy,,Castellamonte,45.383125,7.716736,,I4210091448,,,"C5335593,C6648577,C78519656,C127313418,C127413603,C159985019,C171250308,C178790620,C185592680,C187320778,C191897082,C192562407,C2778703219,C2780026712,C2780383046,C2781448156,C3017962496",https://api.openalex.org/works?filter=institutions.id:I4210091448,2023-06-08,2022-02-02
I4210101501,https://ror.org/010frds68,Seluxit (Denmark),company,https://www.seluxit.com/,,2,12,0,2,1,DK,Denmark,,Aalborg,57.040035,9.924212,,I4210101501,,,"C127413603,C136764020,C41008148,C17744445,C18903297,C21547014,C33923547,C38652104,C67363961,C76155785,C77088390,C81860439,C86803240,C95457728,C108827166,C110875604,C111919701,C119599485,C123657996,C124101348,C126255220,C127313418,C142362112,C149635348,C151730666",https://api.openalex.org/works?filter=institutions.id:I4210101501,2023-06-08,2022-02-02
I4210103081,https://ror.org/01fhhqb25,Albert Einstein Academy,education,http://einsteinday.org/,,6,12,0,2,0,US,United States,Delaware,Wilmington,39.81043,-75.5529,,I4210103081,,,"C86803240,C185592680,C55493867,C127413603,C144024400,C121332964,C104317684,C146978453,C548081761,C52896960,C54355233,C2778449969,C71924100,C161790260,C78519656,C171146098,C2780804531,C178790620,C97355855,C21541133,C131097465,C39432304,C138171918,C138885662,C41895202",https://api.openalex.org/works?filter=institutions.id:I4210103081,2023-06-08,2022-02-02
I4210105405,https://ror.org/01gycb861,Thyssengas (Germany),company,https://thyssengas.com,,3,12,0,2,0,DE,Germany,,Dortmund,51.516445,7.453504,,I4210105405,,,"C121332964,C127413603,C185592680,C86803240,C18903297,C97355855,C59427239,C105795698,C153294291,C127313418,C548081761,C205649164,C33923547,C178790620,C43617362,C55493867,C57879066,C58823610,C59822182,C61696701,C62520636,C68189081,C71240020,C78519656,C78762247",https://api.openalex.org/works?filter=institutions.id:I4210105405,2023-06-08,2022-02-02
I4210113850,https://ror.org/02542wh83,Mull and Iona Community Trust,nonprofit,http://www.mict.co.uk/,,1,12,0,1,1,GB,United Kingdom,,Isle of Mull,56.4651,-5.696745,,I4210113850,,,"C423512,C6557445,C18903297,C39432304,C47737302,C53991642,C62520636,C66204764,C86803240,C97355855,C105923489,C111368507,C115540264,C121332964,C127313418,C127413603,C134560507,C147789679,C150903083,C162324750,C163258240,C178790620,C185592680,C548081761",https://api.openalex.org/works?filter=institutions.id:I4210113850,2023-06-08,2022-02-02
I4210115018,https://ror.org/0281ff903,Terason (United States),company,https://www.terason.com/,,1,12,0,1,1,US,United States,Massachusetts,Burlington,42.4979,-71.22148,,I4210115018,,,"C2524010,C3261483,C16345878,C24890656,C31601959,C31972630,C33923547,C36464697,C41008148,C41895202,C69744172,C71924100,C78519656,C115961682,C120665830,C121332964,C124101348,C126838900,C127413603,C136229726,C138885662,C143409427,C143753070,C154945302,C158525013",https://api.openalex.org/works?filter=institutions.id:I4210115018,2023-06-08,2022-02-02
I4210119106,https://ror.org/02jxepd37,Jamboxx (United States),company,https://www.jamboxx.com/,,1,12,0,1,1,US,United States,New York,Albany,42.654247,-73.77647,,I4210119106,,,"C19966478,C41008148,C41895202,C65401140,C78519656,C90509273,C124952713,C127413603,C138885662,C142362112,C150415221,C154945302,C2780980858",https://api.openalex.org/works?filter=institutions.id:I4210119106,2023-06-08,2022-02-02
I4210122115,https://ror.org/02m7dbt89,Danaher (Switzerland),company,http://www.danaher.com/,,3,12,0,1,1,CH,Switzerland,,Kloten,47.451927,8.579411,I199157343,I4210122115,,,"C15708023,C138885662,C121332964,C142362112,C81182388,C86803240,C126322002,C126838900,C134018914,C141071460,C203014093,C2776804153,C2779435821,C2780091579,C2780401358,C2780841215,C2781145721,C1276947,C2909029107,C17744445,C54355233,C71924100",https://api.openalex.org/works?filter=institutions.id:I4210122115,2023-06-08,2022-02-02
I4210122958,https://ror.org/0237h9n51,Kagawa Prefectural School for the Blind,education,http://www.kagawa-edu.jp/mogaku01/,,2,12,0,1,1,JP,Japan,,Takamatsu,34.345257,134.03705,,I4210122958,,,"C71924100,C127413603,C15744967,C19165224,C24890656,C54355233,C86803240,C90856448,C118552586,C119599485,C121332964,C137403100,C138496976,C144024400,C162324750,C169760540,C169900460,C187736073,C199539241,C201995342,C514575182,C548259974,C2780451532,C2780801066,C17744445",https://api.openalex.org/works?filter=institutions.id:I4210122958,2023-06-08,2022-02-02
I4210128148,https://ror.org/02j3x9q40,Polyphotonix (United Kingdom),company,http://www.polyphotonix.com/,,5,12,0,1,1,GB,United Kingdom,,Sedgefield,54.670506,-1.451184,,I4210128148,,,"C71924100,C86803240,C121332964,C134018914,C118487528,C185592680,C119767625,C15744967,C192562407,C2780827179,C118552586,C59822182,C555293320,C159985019,C126322002,C55493867,C178790620,C2779829184",https://api.openalex.org/works?filter=institutions.id:I4210128148,2023-06-08,2022-02-02
I4210133361,https://ror.org/03fcc9n48,Celbius (United Kingdom),company,http://www.celbius.com/,,2,12,0,1,1,GB,United Kingdom,,London,51.521023,-0.098463,,I4210133361,,,"C178790620,C121332964,C185592680,C71924100,C43617362,C46141821,C52859227,C55493867,C62231903,C62520636,C65024703,C81288441,C86803240,C104628117,C126322002,C126838900,C127413603,C134018914,C143753070,C147789679,C154881586,C159985019,C161790260,C181199279,C191503008",https://api.openalex.org/works?filter=institutions.id:I4210133361,2023-06-08,2022-02-02
I4210133845,https://ror.org/03jvry011,Institut für Kultur- und Geistes­geschichte Asiens,facility,http://www.ikga.oeaw.ac.at/Hauptseite,,7,12,0,2,0,AT,Austria,,Vienna,48.19824,16.39692,I138211613,I4210133845,,,"C138885662,C27206212,C111472728,C17744445,C199539241,C95457728,C205649164,C142362112,C166957645,C75699723,C519517224,C41895202,C24667770,C86803240,C107038049,C15744967,C121332964,C180747234,C182744844,C74916050,C124952713,C195244886,C129671850",https://api.openalex.org/works?filter=institutions.id:I4210133845,2023-06-08,2022-02-02
I4210138713,https://ror.org/03t6v9748,The Communication Trust,nonprofit,https://www.thecommunicationtrust.org.uk/,,8,12,0,1,1,GB,United Kingdom,,London,51.52969,-0.101803,,I4210138713,,,"C41008148,C15744967,C145420912,C33923547,C138885662,C41895202,C154945302,C111919701,C17744445,C71924100,C95457728,C118552586,C136764020,C138496976,C144024400,C159110408,C199539241,C2778073708,C2780154274,C2780665704",https://api.openalex.org/works?filter=institutions.id:I4210138713,2023-06-08,2022-02-02
I4210144686,https://ror.org/05fh0et33,Tierra Verde Naturaleza y Cultura,nonprofit,https://www.tierra-verde.org/,,3,12,2.0,2,0,MX,Mexico,,Tuxtla Gutiérrez,16.76949,-93.11135,,I4210144686,,,"C205649164,C18903297,C86803240,C127313418,C90856448,C151730666,C53565203,C59822182,C95457728,C110121322,C121332964,C134306372,C138885662,C142362112,C166957645,C167954536,C169760540,C171878925,C197352329,C199360897,C505870484,C2776110831,C2778029271,C1276947,C2778328004",https://api.openalex.org/works?filter=institutions.id:I4210144686,2023-06-08,2022-02-02
I4210153064,https://ror.org/054nzx465,Ferring Pharmaceuticals (Czechia),company,http://www.ferring.cz/,,1,12,0,1,1,CZ,Czechia,,Prague,49.974987,14.513819,I22138158,I4210153064,,,"C1276947,C15744967,C18903297,C42219234,C54355233,C61797465,C62520636,C71924100,C86803240,C118552586,C121332964,C126322002,C126894567,C134018914,C187212893,C2777334680,C2778702241,C2780610425",https://api.openalex.org/works?filter=institutions.id:I4210153064,2023-06-08,2022-02-02
I4210154163,https://ror.org/051tbm140,In'Tech Medical (France),company,http://intech-medical.com/,,1,12,0,1,1,FR,France,,Rang-du-Fliers,50.419884,1.637867,,I4210154163,,,"C6557445,C15744967,C18903297,C22885893,C31896038,C33070731,C33789571,C42219234,C52192207,C54355233,C55493867,C59822182,C62520636,C71924100,C86803240,C98274493,C99454951,C119599485,C121332964,C123544296,C126322002,C127413603,C134018914,C137488568,C144027150",https://api.openalex.org/works?filter=institutions.id:I4210154163,2023-06-08,2022-02-02
I4210158361,https://ror.org/0596xsc43,EMH Group,nonprofit,http://www.emhgroup.org.uk/,,1,12,0,1,1,GB,United Kingdom,,Coalville,52.72745,-1.363986,,I4210158361,,,"C2742236,C17744445,C18903297,C47737302,C50522688,C66938386,C71924100,C78519656,C86803240,C95457728,C111368507,C119599485,C127313418,C127413603,C134560507,C142724271,C144133560,C147176958,C162324750,C166957645,C175605778,C191897082,C192562407,C199539241,C204036174",https://api.openalex.org/works?filter=institutions.id:I4210158361,2023-06-08,2022-02-02
I4210162005,https://ror.org/05sf7q250,Emka Technologies (Canada),company,https://www.emka.com/,,1,12,0,1,1,CA,Canada,Quebec,Montreal,45.529934,-73.614235,,I4210162005,,,"C15744967,C27101514,C41895202,C54355233,C71924100,C75603125,C86803240,C105702510,C118552586,C126322002,C126838900,C138885662,C141071460,C142724271,C163498912,C534529494,C2776232574,C2776694085,C2777714996,C2778341716,C2780559512,C2781244666",https://api.openalex.org/works?filter=institutions.id:I4210162005,2023-06-08,2022-02-02
I2800157763,https://ror.org/00afkg479,Anchorage Museum,archive,https://www.anchoragemuseum.org/,,7,11,0,2,0,US,United States,Alaska,Anchorage,61.216103,-149.88574,,I2800157763,,,"C121332964,C205649164,C95457728,C127313418,C86803240,C111368507,C18903297,C144024400,C162324750,C166957645,C17744445,C138885662,C62520636,C97355855,C41008148,C199539241,C41895202,C124952713,C127413603,C199033989,C203718221,C71924100,C142362112,C2549261,C50522688",https://api.openalex.org/works?filter=institutions.id:I2800157763,2023-06-08,2018-05-17
I2801012351,https://ror.org/00gfany95,Royal Agricultural Society of England,nonprofit,http://www.rase.org.uk/,,7,11,0,2,0,GB,United Kingdom,,Kenilworth,52.33995,-1.527139,,I2801012351,,,"C86803240,C18903297,C95457728,C144133560,C166957645,C205649164,C142362112,C118518473,C17744445,C15744967,C138885662,C41008148,C199539241,C33923547,C77805123,C37621935,C39432304,C136764020,C105795698,C140793950,C41895202,C162324750",https://api.openalex.org/works?filter=institutions.id:I2801012351,2023-06-08,2018-05-17
I2801038763,https://ror.org/0002yq607,Henry Cogswell College,education,http://www.henrycogswell.edu/,,8,11,0,3,0,US,United States,Washington,Kirkland,47.643333,-122.19889,,I2801038763,,,"C41008148,C127413603,C162324750,C199360897,C33923547,C111919701,C144133560,C78519656,C162853370,C199539241,C17744445,C98045186,C5041995,C34972735,C110354214,C154945302,C15744967,C105795698,C187736073,C113775141,C115903868,C200601418,C119599485,C127313418,C71924100",https://api.openalex.org/works?filter=institutions.id:I2801038763,2023-06-08,2018-05-17
I4210086125,https://ror.org/00kkt6q96,Dynacast (United States),company,http://www.dynacast.com/,,1,11,0,1,1,US,United States,North Carolina,Charlotte,35.058994,-80.85655,I4210126283,I4210086125,,,"C18903297,C54355233,C59822182,C67558686,C78519656,C86803240,C112950240,C127413603,C147176958,C159985019,C178790620,C185592680,C191897082,C192562407,C206139338,C2777216800,C2777581544,C2778958987,C2780566776",https://api.openalex.org/works?filter=institutions.id:I4210086125,2023-06-08,2022-02-02
I4210086240,https://ror.org/000r42360,M Plus (Czechia),company,http://www.mplusdesign.cz/index_en.php,,1,11,0,1,1,CZ,Czechia,,Prague,50.10894,14.444687,,I4210086240,,,"C2524010,C11413529,C28826006,C33923547,C35594927,C38689907,C41008148,C49781872,C54355233,C55493867,C65778772,C68805675,C78297888,C86803240,C102366305,C104317684,C105795698,C114614502,C117251300,C118615104,C133939421,C139945424,C143791395,C149782125,C154945302",https://api.openalex.org/works?filter=institutions.id:I4210086240,2023-06-08,2022-02-02
I4210091238,https://ror.org/00d6y7q19,Avara Pharmaceutical Services (Ireland),company,http://www.avara.com/,,1,11,0,1,1,IE,Ireland,,Shannon,52.70929,-8.898666,,I4210091238,,,"C40875361,C42219234,C54355233,C55493867,C71924100,C86803240,C104317684,C108204754,C119157956,C126322002,C134018914,C147789679,C164705383,C178790620,C185592680,C519581460,C2776915459,C2776948483,C2778949068",https://api.openalex.org/works?filter=institutions.id:I4210091238,2023-06-08,2022-02-02
I4210098241,https://ror.org/013ch2r08,Fukushima Prefectural Asaka High School,education,http://www.asaka-h.fks.ed.jp/,,10,11,0,1,1,JP,Japan,,Kōriyama,37.391243,140.3501,,I4210098241,,,"C86803240,C127413603,C159985019,C59822182,C192562407,C71924100,C18903297,C127313418,C151730666,C105702510,C90856448",https://api.openalex.org/works?filter=institutions.id:I4210098241,2023-06-08,2022-02-02
I4210101194,https://ror.org/015e4mc09,Universitäts Kinder Frauenzentrum,healthcare,https://www.uniklinikum-dresden.de/de/das-klinikum/universitaetscentren/ukf,,5,11,0,2,0,DE,Germany,,Dresden,51.054897,13.77836,I4210162051,I4210101194,,,"C71924100,C29456083,C54355233,C2779234561,C86803240",https://api.openalex.org/works?filter=institutions.id:I4210101194,2023-06-08,2022-02-02
I4210101567,https://ror.org/015w40490,Liceo Jubilar Juan Pablo II,education,http://www.liceojubilar.edu.uy/,,1,11,0,1,1,UY,Uruguay,,Montevideo,-34.82624,-56.178905,,I4210101567,,,"C8010536,C21951064,C54355233,C55493867,C71240020,C71924100,C86803240,C97355855,C114373084,C115624301,C116569031,C121332964,C126322002,C134018914,C134121241,C155647269,C159985019,C170493617,C178516000,C178790620,C185592680,C191897082,C192562407,C202751555,C519581460",https://api.openalex.org/works?filter=institutions.id:I4210101567,2023-06-08,2022-02-02
I4210110381,https://ror.org/027h4hn14,Alma Media (Finland),company,https://www.almamedia.fi/en,,2,11,0,2,0,FI,Finland,,Helsinki,60.803932,25.050228,,I4210110381,,,"C71924100,C41008148,C17744445,C18903297,C22607594,C23123220,C25810664,C31903555,C33039251,C33923547,C36503486,C38652104,C39432304,C41895202,C49774154,C56739046,C77088390,C78726541,C86803240,C90734943,C93518851,C95457728,C98045186,C111368507,C111472728",https://api.openalex.org/works?filter=institutions.id:I4210110381,2023-06-08,2022-02-02
I4210112528,https://ror.org/01t2wgx84,Associação Portuguesa de Hemofilia e de outras Coagulopatias Congénitas,nonprofit,http://aphemofilia.pt/,,1,11,0,1,1,PT,Portugal,,Lisbon,38.746765,-9.112641,,I4210112528,,,"C6964187,C15744967,C17744445,C18547055,C18903297,C21547014,C33923547,C54355233,C64332521,C71924100,C86803240,C99454951,C105639569,C105795698,C112930515,C121955636,C126322002,C127413603,C127454912,C138816342,C141071460,C142724271,C144024400,C144133560,C149923435",https://api.openalex.org/works?filter=institutions.id:I4210112528,2023-06-08,2022-02-02
I4210114722,https://ror.org/027tx3c52,Korea Medical Devices Industrial Cooperative Association,other,http://www.medinet.or.kr/eng/,,1,11,0,1,1,KR,South Korea,,Seoul,37.499523,127.03136,,I4210114722,,,"C2524010,C12554922,C33923547,C41008148,C42360764,C54355233,C55493867,C62520636,C86803240,C104317684,C121332964,C127413603,C138268822,C154945302,C155672457,C171250308,C185592680,C192562407,C199360897,C512185932,C552990157,C2776799497",https://api.openalex.org/works?filter=institutions.id:I4210114722,2023-06-08,2022-02-02
I4210119089,https://ror.org/02mb1sp44,Royal Caliber (United States),company,http://www.royal-caliber.com/,,3,11,0,2,0,US,United States,California,Redwood City,37.477528,-122.25605,,I4210119089,,,"C121332964,C154945302,C62520636,C41008148,C31972630,C50644808,C2776214188,C33923547,C24890656,C111472728,C119857082,C127413603,C138885662,C48145219,C56372850,C58640448,C61328038,C74296488,C76155785,C80444323,C81363708,C84114770,C86803240,C88516994,C90673727",https://api.openalex.org/works?filter=institutions.id:I4210119089,2023-06-08,2022-02-02
I4210119938,https://ror.org/02j701e26,RPX (United States),company,http://www.rpxcorp.com/,,1,11,0,1,1,US,United States,California,San Francisco,37.79394,-122.394966,,I4210119938,,,"C2524010,C31972630,C33923547,C41008148,C44870925,C62520636,C64341305,C103278499,C105795698,C115961682,C119857082,C120174047,C121332964,C149782125,C154945302,C162324750,C2779662365",https://api.openalex.org/works?filter=institutions.id:I4210119938,2023-06-08,2022-02-02
